SW_Code,Item_Link,Downloaded
SW1330,https://www.ebay.de/itm/256793466216,1
SW1330,https://www.ebay.de/itm/236107348298,1
SW1330,https://www.ebay.de/itm/396486381160,1
SW1330,https://www.ebay.de/itm/205477517066,1
SW1330,https://www.ebay.de/itm/205270009198,1
SW0719,https://www.ebay.de/itm/205303134997,1
SW0719,https://www.ebay.de/itm/316483145150,1
SW0719,https://www.ebay.de/itm/256908436678,1
SW0719,https://www.ebay.de/itm/187118282595,1
SW0719,https://www.ebay.de/itm/297420886585,1
SW0719,https://www.ebay.de/itm/186716542546,1
SW0719,https://www.ebay.de/itm/335958667701,1
SW0719,https://www.ebay.de/itm/335893757706,1
SW0719,https://www.ebay.de/itm/186983896865,0
SW0719,https://www.ebay.de/itm/204998632966,0
SW0719,https://www.ebay.de/itm/267238925402,0
SW0719,https://www.ebay.de/itm/116560767648,0
SW0719,https://www.ebay.de/itm/205260976209,0
SW0719,https://www.ebay.de/itm/167438551345,0
SW1208,https://www.ebay.de/itm/376188603409,0
SW1208,https://www.ebay.de/itm/286481675216,0
SW1208,https://www.ebay.de/itm/315295665131,0
SW0624,https://www.ebay.de/itm/135619346133,0
SW0624,https://www.ebay.de/itm/226695719566,0
SW0624,https://www.ebay.de/itm/205355923331,0
SW0624,https://www.ebay.de/itm/116208548863,0
SW0624,https://www.ebay.de/itm/203347509320,0
SW0624,https://www.ebay.de/itm/326474838256,0
SW0624,https://www.ebay.de/itm/306209196460,0
SW0624,https://www.ebay.de/itm/116505692209,0
SW0624,https://www.ebay.de/itm/135934141838,0
SW0624,https://www.ebay.de/itm/177180371724,0
SW0624,https://www.ebay.de/itm/167377605695,0
SW0624,https://www.ebay.de/itm/205110817377,0
SW0624,https://www.ebay.de/itm/126995870134,0
SW0624,https://www.ebay.de/itm/296340560317,0
SW0624,https://www.ebay.de/itm/156963565646,0
SW0624,https://www.ebay.de/itm/356791957279,0
SW0624,https://www.ebay.de/itm/267204012376,0
SW0624,https://www.ebay.de/itm/156874152735,0
SW0624,https://www.ebay.de/itm/335827222093,0
SW0624,https://www.ebay.de/itm/355816711373,0
SW0624,https://www.ebay.de/itm/266319036029,0
SW1163,https://www.ebay.de/itm/226824103016,0
SW1163,https://www.ebay.de/itm/325584747559,0
SW1163,https://www.ebay.de/itm/226764912511,0
SW1163,https://www.ebay.de/itm/285870579822,0
SW1163,https://www.ebay.de/itm/256966086202,0
SW1163,https://www.ebay.de/itm/316988469402,0
SW1163,https://www.ebay.de/itm/156941998793,0
SW1163,https://www.ebay.de/itm/304940240406,0
SW1163,https://www.ebay.de/itm/157071926653,0
SW1163,https://www.ebay.de/itm/267280277814,0
SW1163,https://www.ebay.de/itm/356530194235,0
SW1163,https://www.ebay.de/itm/256247827753,0
SW1163,https://www.ebay.de/itm/204331320042,0
SW1163,https://www.ebay.de/itm/286583934165,0
SW1163,https://www.ebay.de/itm/286441296575,0
SW1163,https://www.ebay.de/itm/325518351714,0
SW1163,https://www.ebay.de/itm/226752184177,0
SW1163,https://www.ebay.de/itm/226740982267,0
SW1163,https://www.ebay.de/itm/156164847043,0
SW1163,https://www.ebay.de/itm/226727126277,0
SW1163,https://www.ebay.de/itm/266978447275,0
SW1163,https://www.ebay.de/itm/165975146326,0
SW1163,https://www.ebay.de/itm/277022446403,0
SW1163,https://www.ebay.de/itm/226715829804,0
SW1163,https://www.ebay.de/itm/176984370085,0
SW1163,https://www.ebay.de/itm/176953105447,0
SW1163,https://www.ebay.de/itm/267185143104,0
SW1163,https://www.ebay.de/itm/226676997269,0
SW1163,https://www.ebay.de/itm/176961911778,0
SW1163,https://www.ebay.de/itm/256818610482,0
SW1163,https://www.ebay.de/itm/197045513733,0
SW1163,https://www.ebay.de/itm/405436391532,0
SW1163,https://www.ebay.de/itm/204857435336,0
SW1163,https://www.ebay.de/itm/395136383333,0
SW1163,https://www.ebay.de/itm/325661912712,0
SW1163,https://www.ebay.de/itm/375443956275,0
SW1163,https://www.ebay.de/itm/256879453900,0
SW1163,https://www.ebay.de/itm/335787985761,0
SW1163,https://www.ebay.de/itm/356868517681,0
SW1163,https://www.ebay.de/itm/276363973783,0
SW1163,https://www.ebay.de/itm/276363987682,0
SW1163,https://www.ebay.de/itm/305349520725,0
SW1163,https://www.ebay.de/itm/316575610955,0
SW1163,https://www.ebay.de/itm/405917319462,0
SW1163,https://www.ebay.de/itm/267240859695,0
SW1163,https://www.ebay.de/itm/157061702948,0
